,OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Names,Product Name,Region Name,county,state_code,state,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone,State
29390,SO - 0003914,2015-11-26,141,Wholesale,USD,AXW291,843,14,6,2331.6,13989.599999999999,1678.752,Skinder Group,Product 14,Rapid City,Pennington County,SD,South Dakota,City,44.08054,-103.23101,605,73569,28721,46966,141011704,204525,America/Denver,South Dakota
29391,SO - 0004632,2015-11-26,129,Wholesale,USD,AXW291,437,29,10,1051.9,10519.0,578.5450000000001,Sanum-Kehl Group,Product 29,Northfield (Township),Cook County,IL,Illinois,Township,42.10881,-87.83476,847,87799,32220,97047,88751338,950333,America/Chicago,Illinois
29392,SO - 0005775,2015-11-26,78,Wholesale,USD,AXW291,4,20,5,1956.4,9782.0,1584.6840000000002,US Ltd,Product 20,Dothan,Dale County/Houston County/Henry County,AL,Alabama,City,31.2337,-85.40682,334,68567,25913,42426,232166237,835468,America/Chicago,Alabama
29393,SO - 0007111,2015-11-26,84,Export,USD,AXW291,220,9,12,1072.0,12864.0,439.52,The Ltd,Product 9,Woodland,Yolo County,CA,California,City,38.67852,-121.7733,530,58567,19547,55893,39642851,0,America/Los Angeles,California
29394,SO - 0009721,2015-11-26,43,Distributor,USD,AXW291,22,15,12,194.3,2331.6000000000004,110.75099999999999,Pacific Ltd,Product 15,Catalina Foothills,Pima County,AZ,Arizona,CDP,32.29785,-110.9187,520,50643,23495,78586,108445140,203235,America/Phoenix,Arizona
29395,SO - 0010553,2015-11-26,52,Wholesale,USD,FLR025,700,15,6,716.9,4301.4,508.99899999999997,Avamba Company,Product 15,Old Bridge (Township),Middlesex County,NJ,New Jersey,Township,40.40463,-74.30854,848,67215,24033,83750,98889327,7111492,America/New York,New Jersey
29396,SO - 0008627,2015-11-26,17,Export,USD,GUT930,92,13,6,1293.1000000000001,7758.6,995.6870000000001,Liberty Group,Product 13,Fullerton,Orange County,CA,California,City,33.87029,-117.92534,657,140847,45031,65974,58100816,28063,America/Los Angeles,California
29397,SO - 000895,2015-11-26,46,Distributor,USD,GUT930,568,18,10,167.5,1675.0,100.5,Chatterpoi Corp,Product 18,Bowie,Prince George's County,MD,Maryland,City,38.94278,-76.73028,301,58025,19885,105959,49107130,236872,America/New York,Maryland
29398,SO - 0001786,2015-11-26,97,Distributor,USD,FLR025,384,15,5,1159.1000000000001,5795.500000000001,915.6890000000002,Twimbo Company,Product 15,Nampa,Canyon County,ID,Idaho,City,43.54072,-116.56346,208,89839,28741,40060,81908344,377237,America/Boise,Idaho
29399,SO - 0002588,2015-11-26,117,Wholesale,USD,AXW291,623,3,8,2271.3,18170.4,1067.511,ALK-Abello Ltd,Product 3,Lakeville,Dakota County,MN,Minnesota,City,44.64969,-93.24272,952,60633,19595,95130,93578276,4597185,America/Chicago,Minnesota
29400,SO - 0003724,2015-11-26,94,Export,USD,FLR025,532,27,9,3832.4,34491.6,1647.932,Browsetype Corp,Product 27,Kenner,Jefferson Parish,LA,Louisiana,City,29.99409,-90.24174,504,67091,25243,47527,38509845,630274,America/Chicago,Louisiana
29401,SO - 0004548,2015-11-26,39,Export,USD,AXW291,854,20,6,6277.900000000001,37667.4,4143.414000000001,Kazu Corp,Product 20,Memphis,Shelby County,TN,Tennessee,City,35.14953,-90.04898,901,655770,249775,36445,822013083,23171205,America/Chicago,Tennessee
29402,SO - 0005129,2015-11-26,5,Export,USD,NXH382,918,28,8,6318.1,50544.8,4738.575000000001,Blogtags Ltd,Product 28,Sugar Land,Fort Bend County,TX,Texas,City,29.61968,-95.63495,832,88156,27587,104939,87000646,5422337,America/Chicago,Texas
29403,SO - 0007248,2015-11-26,169,Distributor,USD,GUT930,64,27,12,214.4,2572.8,120.06400000000002,Fivebridge Ltd,Product 27,Clovis,Fresno County,CA,California,City,36.82523,-119.70292,559,104180,34512,62666,62693928,0,America/Los Angeles,California
29404,SO - 0007398,2015-11-26,28,Wholesale,USD,NXH382,323,26,12,241.20000000000002,2894.4,127.83600000000001,Army Group,Product 26,Palm Beach Gardens,Palm Beach County,FL,Florida,City,26.82339,-80.13865,561,52923,22945,68802,145122054,631694,America/New York,Florida
29405,SO - 0010080,2015-11-26,137,Wholesale,USD,AXW291,421,3,12,268.0,3216.0,176.88,Aldi Ltd,Product 3,Joliet,Kendall County/Will County,IL,Illinois,City,41.5177,-88.14885,815,147861,46895,60976,166876584,1718805,America/Chicago,Illinois
29406,SO - 000340,2015-11-26,3,Distributor,USD,AXW291,677,6,7,6157.3,43101.1,4556.402,Ascend Ltd,Product 6,Nashua,Hillsborough County,NH,New Hampshire,City,42.76537,-71.46757,603,87970,34619,67246,79822530,2353137,America/New York,New Hampshire
29407,SO - 000408,2015-11-26,95,Distributor,USD,NXH382,682,18,6,5051.8,30310.800000000003,2930.044,Realbridge Corp,Product 18,Clifton,Passaic County,NJ,New Jersey,City,40.85843,-74.16376,973,86334,29065,67992,29192132,405972,America/New York,New Jersey
29408,SO - 0001351,2015-11-26,10,Distributor,USD,AXW291,23,18,6,1018.4,6110.4,712.88,Unit Ltd,Product 18,Chandler,Maricopa County,AZ,Arizona,City,33.30616,-111.84125,480,260828,88973,72695,168153308,260378,America/Phoenix,Arizona
29409,SO - 0002164,2015-11-26,95,Wholesale,USD,AXW291,883,6,11,3772.1,41493.1,3093.122,Realbridge Corp,Product 6,Georgetown,Williamson County,TX,Texas,City,30.63269,-97.67723,512,63716,22665,63041,134870286,5860683,America/Chicago,Texas
29410,SO - 0002634,2015-11-26,149,Wholesale,USD,AXW291,846,3,7,1125.6000000000001,7879.200000000001,585.3120000000001,Fred's Company,Product 3,Chattanooga,Hamilton County,TN,Tennessee,City,35.04563,-85.30968,423,176588,70228,40177,370573763,19930234,America/New York,Tennessee
29411,SO - 0003623,2015-11-26,13,Wholesale,USD,NXH382,728,25,8,1125.6000000000001,9004.800000000001,799.176,Nexus Group,Product 25,Spring Valley,Clark County,NV,Nevada,CDP,36.10803,-115.245,702,183937,70748,50192,86125947,0,America/Los Angeles,Nevada
29412,SO - 0004352,2015-11-26,68,Distributor,USD,NXH382,467,1,6,2298.1,13788.599999999999,1654.6319999999998,True Ltd,Product 1,Wheaton,DuPage County,IL,Illinois,City,41.86614,-88.10701,630,53715,19281,85705,29257793,477162,America/Chicago,Illinois
29413,SO - 0006436,2015-11-26,19,Wholesale,USD,GUT930,54,7,12,1782.2,21386.4,1372.294,Roberts Company,Product 7,Carlsbad,San Diego County,CA,California,City,33.15809,-117.35059,760,113453,42791,90597,97713477,3595655,America/Los Angeles,California
29414,SO - 0009617,2015-11-26,77,Wholesale,USD,NXH382,92,13,8,2519.2000000000003,20153.600000000002,1158.832,Valeant Corp,Product 13,Fullerton,Orange County,CA,California,City,33.87029,-117.92534,657,140847,45031,65974,58100816,28063,America/Los Angeles,California
29415,SO - 0008169,2015-11-26,8,Distributor,USD,NXH382,34,18,9,1755.4,15798.6,1298.996,Amerisourc Corp,Product 18,Surprise,Maricopa County,AZ,Arizona,City,33.63059,-112.33322,623,128422,45054,59916,279333692,295024,America/Phoenix,Arizona
29416,SO - 000951,2015-11-26,96,Export,USD,GUT930,723,2,6,1051.9,6311.400000000001,641.659,Thoughtmix Ltd,Product 2,Las Vegas,Clark County,NV,Nevada,City,36.17497,-115.13722,702,623747,215614,50202,348034258,133982,America/Los Angeles,Nevada
29417,SO - 0001058,2015-11-26,147,Wholesale,USD,AXW291,39,2,6,1011.7,6070.200000000001,586.786,SUPERVALU Ltd,Product 2,Alhambra,Los Angeles County,CA,California,City,34.09529,-118.12701,626,85551,29174,53582,19764230,1730,America/Los Angeles,California
29418,SO - 0002117,2015-11-26,107,Distributor,USD,AXW291,114,18,6,2298.1,13788.599999999999,1401.841,NCS Group,Product 18,Lake Forest,Orange County,CA,California,City,33.64697,-117.68922,949,82492,27044,91254,43081766,198785,America/Los Angeles,California
29419,SO - 0004385,2015-11-26,72,Wholesale,USD,NXH382,281,25,12,2633.1,31597.199999999997,1263.888,Wordware Company,Product 25,Bonita Springs,Lee County,FL,Florida,City,26.33981,-81.7787,941,51704,19634,53955,100635620,20010277,America/New York,Florida
29420,SO - 0005254,2015-11-26,7,Wholesale,USD,AXW291,289,1,6,1969.8,11818.8,1181.8799999999999,Skidoo Company,Product 1,Coral Springs,Broward County,FL,Florida,City,26.27119,-80.2706,954,129485,40571,66430,61625913,520928,America/New York,Florida
29421,SO - 0007109,2015-11-26,38,Wholesale,USD,AXW291,668,26,11,1199.3,13192.3,515.699,Neutrogena Ltd,Product 26,Winston-Salem,Forsyth County,NC,North Carolina,City,36.09986,-80.24422,336,241218,93267,39882,343173025,3173027,America/New York,North Carolina
29422,SO - 0007934,2015-11-26,69,Wholesale,USD,GUT930,497,13,12,991.6,11899.2,614.792,Vinte Group,Product 13,Muncie,Delaware County,IN,Indiana,City,40.19338,-85.38636,765,70087,27390,31044,70981203,510225,America/Indiana/Indianapolis,Indiana
29423,SO - 0010324,2015-11-26,84,Wholesale,USD,FLR025,535,14,6,1045.2,6271.200000000001,721.188,The Ltd,Product 14,Metairie,Jefferson Parish,LA,Louisiana,CDP,29.984090000000002,-90.15285,504,140074,59557,52421,60144259,109317,America/Chicago,Louisiana
29424,SO - 0004214,2015-11-26,152,Distributor,USD,GUT930,538,25,11,3886.0,42746.0,1554.4,Eayo Company,Product 25,Boston,Suffolk County,MA,Massachusetts,City,42.35843,-71.05977,857,667137,256294,55777,125219114,106849577,America/New York,Massachusetts
29425,SO - 0006884,2015-11-26,53,Distributor,USD,FLR025,122,12,9,1788.9,16100.1,1484.787,Kare Corp,Product 12,Lynwood,Los Angeles County,CA,California,City,33.93029,-118.21146,424,71989,15132,43109,12535643,0,America/Los Angeles,California
29426,SO - 0007818,2015-11-26,164,Wholesale,USD,GUT930,783,11,12,1085.4,13024.800000000001,434.1600000000001,Divanoodle Ltd,Product 11,Green,Hamilton County,OH,Ohio,Township,39.16502,-84.64162,513,58697,22813,70092,73493158,863,America/New York,Ohio
29427,SO - 0010660,2015-11-26,166,Wholesale,USD,AXW291,993,28,11,5246.1,57707.100000000006,3042.738,Brainspher Ltd,Product 28,Casper,Natrona County,WY,Wyoming,City,42.86663,-106.31308,307,60285,23814,57790,68507280,911081,America/Denver,Wyoming
29428,SO - 0008946,2015-11-26,159,Wholesale,USD,NXH382,441,12,7,1085.4,7597.800000000001,716.3640000000001,Quaxo Ltd,Product 12,Orland,Cook County,IL,Illinois,Township,41.59859,-87.85041,708,99816,35941,82077,92383151,1860231,America/Chicago,Illinois
29429,SO - 000862,2015-11-26,125,Wholesale,USD,AXW291,806,14,11,1139.0,12529.0,717.57,Zooveo Company,Product 14,Aloha,Washington County,OR,Oregon,CDP,45.49428,-122.86705,503,52902,17144,65765,19062307,0,America/Los Angeles,Oregon
29430,SO - 0001917,2015-11-26,107,Distributor,USD,NXH382,791,13,6,2653.2000000000003,15919.2,1061.2800000000002,NCS Group,Product 13,Springfield,Clark County,OH,Ohio,City,39.92423,-83.80882,937,59680,24558,32066,66171383,520462,America/New York,Ohio
29431,SO - 0002749,2015-11-26,148,Distributor,USD,AXW291,17,15,10,1098.8,10988.0,879.04,Jabbercube Corp,Product 15,Springdale,Washington County/Benton County,AR,Arkansas,City,36.19007,-94.15943,501,77859,24882,42319,120346437,1247769,America/Chicago,Arkansas
29432,SO - 0002840,2015-11-26,43,Wholesale,USD,NXH382,501,18,9,2438.8,21949.2,1024.296,Pacific Ltd,Product 18,North,Lake County,IN,Indiana,Township,41.61329,-87.47085,219,157105,58240,44334,137725287,14822486,America/Chicago,Indiana
29433,SO - 0009748,2015-11-26,9,Wholesale,USD,FLR025,523,14,6,1929.6000000000001,11577.6,1562.976,Walgreen Corp,Product 14,Shawnee,Johnson County,KS,Kansas,City,39.04167,-94.72024,913,65046,23689,77271,108411317,2603995,America/Chicago,Kansas
29434,SO - 0010137,2015-11-26,54,Export,USD,AXW291,205,14,8,227.8,1822.4,123.01200000000001,Revitol Company,Product 14,Turlock,Stanislaus County,CA,California,City,37.49466,-120.84659,209,72292,23983,51401,43830795,69528,America/Los Angeles,California
29435,SO - 0002246,2015-11-27,24,Distributor,USD,AXW291,363,3,11,1065.3,11718.3,671.139,Mylan Corp,Product 3,Sandy Springs,Fulton County,GA,Georgia,City,33.92427,-84.37854,678,105330,43058,63917,97526360,2245984,America/New York,Georgia
29436,SO - 0004365,2015-11-27,91,Distributor,USD,AXW291,967,28,12,2391.9,28702.800000000003,1459.059,Zoonder Group,Product 28,Olympia,Thurston County,WA,Washington,City,47.03787,-122.9007,360,50302,20870,53617,47142335,4835501,America/Los Angeles,Washington
29437,SO - 0005122,2015-11-27,76,Wholesale,USD,AXW291,830,30,8,2525.9,20207.2,1869.166,NARS Group,Product 30,Reading,Berks County,PA,Pennsylvania,City,40.33565,-75.92687,610,87879,30090,26784,25567073,668285,America/New York,Pennsylvania
29438,SO - 0005199,2015-11-27,53,Wholesale,USD,AXW291,385,30,10,1876.0,18760.0,1106.84,Kare Corp,Product 30,Pocatello,Power County/Bannock County,ID,Idaho,City,42.87158,-112.46556,208,54441,20428,40269,84203491,409684,America/Boise,Idaho
29439,SO - 0010206,2015-11-27,89,Wholesale,USD,AXW291,744,13,9,1896.1000000000001,17064.9,1156.621,Internatio Company,Product 13,Hamburg (Town),Erie County,NY,New York,Town,42.73911,-78.85713,716,58022,23895,62383,107025337,71731,America/New York,New York
29440,SO - 0009674,2015-11-27,79,Wholesale,USD,AXW291,292,5,10,1058.6000000000001,10586.000000000002,624.5740000000001,Blogspan Ltd,Product 5,Deerfield Beach,Broward County,FL,Florida,City,26.31841,-80.09977,954,79768,31915,40626,39084365,2996502,America/New York,Florida
29441,SO - 0008738,2015-11-27,35,Distributor,USD,GUT930,708,25,8,3859.2000000000003,30873.600000000002,2045.3760000000002,Aromaticos Company,Product 25,Toms River (Township),Ocean County,NJ,New Jersey,Township,39.99426,-74.16615,848,90817,34605,71960,105099011,31878165,America/New York,New Jersey
29442,SO - 000875,2015-11-27,86,Wholesale,USD,FLR025,473,4,5,194.3,971.5,137.953,Voolith Ltd,Product 4,Bloomington,Monroe County,IN,Indiana,City,39.16533,-86.52639,812,84067,30232,30019,60221613,475857,America/Indiana/Indianapolis,Indiana
29443,SO - 0002630,2015-11-27,165,Wholesale,USD,AXW291,567,18,6,2412.0,14472.0,1061.28,Buzzshare Company,Product 18,Bethesda,Montgomery County,MD,Maryland,CDP,38.98067,-77.10026,301,62024,25007,144772,34323492,194871,America/New York,Maryland
29444,SO - 0006033,2015-11-27,67,Wholesale,USD,AXW291,810,28,11,871.0,9581.0,426.79,Skyble Corp,Product 28,Eugene,Lane County,OR,Oregon,City,44.05207,-123.08675,541,163460,66093,43101,114273476,58974,America/Los Angeles,Oregon
29445,SO - 0006647,2015-11-27,78,Wholesale,USD,AXW291,433,15,9,6170.7,55536.299999999996,3455.592,US Ltd,Product 15,New Trier,Cook County,IL,Illinois,Township,42.1014,-87.74493,847,56499,19314,149837,41189481,826348,America/Chicago,Illinois
29446,SO - 0010409,2015-11-27,149,Wholesale,USD,AXW291,697,14,9,2318.2000000000003,20863.800000000003,1089.554,Fred's Company,Product 14,Newark,Essex County,NJ,New Jersey,City,40.73566,-74.17237,973,281944,92675,33139,62531085,4509710,America/New York,New Jersey
29447,SO - 000209,2015-11-27,166,Wholesale,USD,FLR025,950,3,6,1058.6000000000001,6351.6,772.7780000000001,Brainspher Ltd,Product 3,Portsmouth,Portsmouth city,VA,Virginia,City,36.83543,-76.29827,757,96201,36757,45676,86247836,34658655,America/New York,Virginia
29448,SO - 000352,2015-11-27,138,Wholesale,USD,FLR025,726,13,8,2633.1,21064.8,1816.8389999999997,Zoovu Corp,Product 13,Reno,Washoe County,NV,Nevada,City,39.52963,-119.8138,775,241445,92283,47012,277887963,7380237,America/Los Angeles,Nevada
29449,SO - 0001090,2015-11-27,21,Export,USD,GUT930,722,20,10,1681.7,16817.0,924.9350000000001,Viva Ltd,Product 20,Henderson,Clark County,NV,Nevada,City,36.0397,-114.98194,702,285667,104492,63120,271160947,1272345,America/Los Angeles,Nevada
29450,SO - 0006844,2015-11-27,113,Distributor,USD,AXW291,961,6,5,984.9,4924.5,610.638,Talane Group,Product 6,Federal Way,King County,WA,Washington,City,47.32232,-122.31262,253,95171,34117,55673,57690704,530889,America/Los Angeles,Washington
29451,SO - 0007263,2015-11-27,49,Distributor,USD,AXW291,5,21,11,1078.7,11865.7,755.09,Skyvu Group,Product 21,Hoover,Shelby County/Jefferson County,AL,Alabama,City,33.37695,-86.80558,205,84848,32789,77146,122016784,2553332,America/Chicago,Alabama
29452,SO - 0010600,2015-11-27,63,Export,USD,AXW291,294,26,7,3296.4,23074.8,2340.444,Pfizer Corp,Product 26,Deltona,Volusia County,FL,Florida,City,28.90054,-81.26367,386,88474,29496,42077,96463097,9151359,America/New York,Florida
29453,SO - 0008262,2015-11-27,30,Distributor,USD,AXW291,134,26,5,227.8,1139.0,161.738,Shuffledri Group,Product 26,Murrieta,Riverside County,CA,California,City,33.55391,-117.21392,951,109830,32685,74610,87023902,93770,America/Los Angeles,California
29454,SO - 0008756,2015-11-27,61,Wholesale,USD,GUT930,671,13,8,2633.1,21064.8,1922.1629999999998,Eidel Corp,Product 13,Grand Forks,Grand Forks County,ND,North Dakota,City,47.92526,-97.03285,701,57011,23319,46149,69852722,488150,America/Chicago,North Dakota
29455,SO - 0003377,2015-11-27,19,Wholesale,USD,GUT930,319,25,8,1045.2,8361.6,857.064,Roberts Company,Product 25,North Port,Sarasota County,FL,Florida,City,27.04422,-82.23593,941,62345,22580,52571,257497336,12317102,America/New York,Florida
29456,SO - 0005368,2015-11-27,44,Export,USD,AXW291,270,4,5,2559.4,12797.0,1330.8880000000001,Fivechat Company,Product 4,Stratford (CDP),Fairfield County,CT,Connecticut,CDP,41.18454,-73.13317,203,52092,20714,66886,45291196,6294548,America/New York,Connecticut
29457,SO - 0005578,2015-11-27,19,Distributor,USD,GUT930,685,5,10,2613.0,26130.0,1332.63,Roberts Company,Product 5,Elizabeth,Union County,NJ,New Jersey,City,40.66399,-74.2107,908,129007,39433,43568,31905474,3459587,America/New York,New Jersey
29458,SO - 0007319,2015-11-27,105,Distributor,USD,FLR025,807,3,11,6070.2,66772.2,3702.8219999999997,Oozz Group,Product 3,Beaverton,Washington County,OR,Oregon,City,45.48706,-122.80371,503,96577,37238,56882,50563936,0,America/Los Angeles,Oregon
29459,SO - 0010067,2015-11-27,49,Export,USD,NXH382,760,10,11,2458.9,27047.9,1524.518,Skyvu Group,Product 10,Ramapo,Rockland County,NY,New York,Town,41.14077,-74.10498,845,135257,34566,66911,158352484,1803573,America/New York,New York
29460,SO - 000405,2015-11-27,155,Wholesale,USD,NXH382,630,28,6,3986.5,23919.0,2670.9550000000004,Zoomdog Corp,Product 28,St. Paul,Ramsey County,MN,Minnesota,City,44.94441,-93.09327,651,300851,112988,48757,134612878,10884750,America/Chicago,Minnesota
29461,SO - 0003362,2015-11-27,136,Wholesale,USD,AXW291,775,10,9,2318.2000000000003,20863.800000000003,1669.104,Bath Group,Product 10,Beavercreek (Township),Greene County,OH,Ohio,Township,39.72765,-84.03425,937,53427,21060,85670,126434953,1187375,America/New York,Ohio
29462,SO - 0003402,2015-11-27,92,Wholesale,USD,NXH382,264,1,6,737.0,4422.0,412.72,Yodoo Ltd,Product 1,New Haven (Town),New Haven County,CT,Connecticut,Town,41.310810000000004,-72.92495,203,130322,49771,37192,48407373,3739487,America/New York,Connecticut
29463,SO - 0004960,2015-11-27,83,Wholesale,USD,AXW291,474,14,12,3926.2000000000003,47114.4,2944.65,sanofi-ave Group,Product 14,Calumet,Lake County,IN,Indiana,Township,41.58533,-87.35516,219,100453,39770,31332,158624821,19428725,America/Chicago,Indiana
29464,SO - 0005595,2015-11-27,147,Distributor,USD,AXW291,517,3,9,3504.1,31536.899999999998,1997.3369999999998,SUPERVALU Ltd,Product 3,Kansas City,Wyandotte County,KS,Kansas,City,39.11417,-94.62746,913,151306,54629,38749,323260927,9232017,America/Chicago,Kansas
29465,SO - 0005991,2015-11-27,147,Distributor,USD,AXW291,299,9,10,1072.0,10720.0,428.8,SUPERVALU Ltd,Product 9,Gainesville,Alachua County,FL,Florida,City,29.65163,-82.32483,352,130128,47968,31818,161411152,3017660,America/New York,Florida
29466,SO - 0007429,2015-11-27,55,Wholesale,USD,AXW291,411,3,6,3966.4,23798.4,2974.8,American Corp,Product 3,Du Page,Will County,IL,Illinois,Township,41.68366,-88.08834,630,88783,27285,76058,93921849,1300802,America/Chicago,Illinois
